时间戳,价格(CNY/吨),数据源
2026-07-17 11:20:00,151000.00,TradingEconomics
2026-07-17 11:30:04,151000.00,TradingEconomics
2026-07-17 11:40:05,151000.00,TradingEconomics
2026-07-17 11:50:00,151000.00,TradingEconomics
2026-07-17 12:00:00,151000.00,TradingEconomics
2026-07-17 12:10:00,152000.00,TradingEconomics
2026-07-17 12:20:00,152000.00,TradingEconomics
2026-07-17 12:30:00,152000.00,TradingEconomics
2026-07-17 12:40:03,152000.00,TradingEconomics
2026-07-17 12:50:02,152000.00,TradingEconomics
2026-07-17 13:00:00,152000.00,TradingEconomics
2026-07-17 13:10:00,152000.00,TradingEconomics
2026-07-17 13:20:02,152000.00,TradingEconomics
2026-07-17 13:30:00,152000.00,TradingEconomics
2026-07-17 13:40:00,152000.00,TradingEconomics
2026-07-17 13:50:04,152000.00,TradingEconomics
2026-07-17 14:00:00,152000.00,TradingEconomics
2026-07-17 14:10:00,152000.00,TradingEconomics
2026-07-17 14:20:00,152000.00,TradingEconomics
2026-07-17 14:30:00,152000.00,TradingEconomics
2026-07-17 14:40:00,152000.00,TradingEconomics
2026-07-17 14:50:03,152000.00,TradingEconomics
2026-07-17 15:00:00,152000.00,TradingEconomics
2026-07-17 15:10:00,152000.00,TradingEconomics
2026-07-17 15:20:00,152000.00,TradingEconomics
2026-07-17 15:30:02,152000.00,TradingEconomics
2026-07-17 15:40:02,152000.00,TradingEconomics
2026-07-17 15:50:00,152000.00,TradingEconomics
2026-07-17 16:00:03,152000.00,TradingEconomics
2026-07-17 16:10:00,152000.00,TradingEconomics
2026-07-17 16:20:00,152000.00,TradingEconomics
2026-07-17 16:30:04,152000.00,TradingEconomics
2026-07-17 16:40:00,152000.00,TradingEconomics
2026-07-17 16:50:00,152000.00,TradingEconomics
2026-07-17 17:00:00,152000.00,TradingEconomics
2026-07-17 17:10:00,152000.00,TradingEconomics
2026-07-17 17:20:03,152000.00,TradingEconomics
2026-07-17 17:30:00,152000.00,TradingEconomics
2026-07-17 19:23:14,152000.00,TradingEconomics
2026-07-17 19:30:02,152000.00,TradingEconomics
